road,id,model_type,name,lat,lon,length,condition,road_lrp,nearest_road,distance_to_nearest_road
N1,N1_447,link,Km post missing,22.3561111,91.8531667,0.4399999999999977,,N1LRP246,N106_4,6.19366949938663
N1,N1_449,link,Km post missing,22.3473886,91.8519444,0.5579999999999927,,N1LRP247,N106_4,6.953316318788915
N1,N1_451,link,Km post missing,22.3387497,91.8534722,0.08899999999999864,,N1LRP248,N106_4,7.876290670497388
N1,N1_454,link,Km post missing,22.3314716,91.8515556,0.48099999999999454,,N1LRP249,N106_4,8.528263625876289
N1,N1_456,link,Km post missing,22.3228327,91.8535556,0.4359999999999786,,N1LRP250,N106_4,9.494636516207997
N1,N1_457,link,"Cox,s Bazar 143 km,Patiya 16 km",22.3148889,91.8553889,0.9410000000000025,,N1LRP251,N106_4,10.385697357999712
N1,N1_459,link,Cox's Bazar 142 km,22.3071944,91.8598611,0.7599999999999909,,N1LRP252,N106_4,11.350080724756136
N1,N1_463,link,Cox's Bazar 141km,22.2998886,91.8655833,0.05099999999998772,,N1LRP253,N106_4,12.32484396749176
N1,N1_466,link,Cox's Bazar 140km,22.2919441,91.8693327,0.17900000000000205,,N1LRP254,N106_4,13.288696967155023
N1,N1_470,link,Cox's Bazar 139 km,22.2949163,91.877666,0.10999999999998522,,N1LRP255,N106_4,13.348880757655433
N1,N1_472,link,Cox's Bazar 138 km,22.2985552,91.886333,0.8589999999999804,,N1LRP256,N106_4,13.42549752430551
N1,N1_474,link,Cox's Bazar 137 km,22.3005833,91.892833,0.8909999999999911,,N1LRP257,N106_4,13.593848729805476
N1,N1_476,link,"Cox,s Bazar 136 km,Patiya 11 km",22.3027222,91.9015556,0.2470000000000141,,N1LRP258,N106_4,13.924364506157318
N1,N1_478,link,"Cox,s Bazar 135 km,Patiya 10 km",22.3053611,91.9106389,0.6659999999999968,,N1LRP259,N106_4,14.289964813233263
N1,N1_480,link,Box culvert,22.3114167,91.9176382,0.4939999999999998,,N1LRP260,N106_4,14.291291701148163
N1,N1_483,link,Km post missing,22.3155556,91.9253882,0.10900000000003729,,N1LRP261,N106_4,14.55878391481901
N1,N1_485,link,Km post missing,22.31375,91.9345274,0.05900000000002592,,N1LRP262,N106_4,15.404183636308412
N1,N1_486,link,Km post missing,22.3136389,91.9438886,1.0,,N1LRP263,N106_4,16.165095697490052
N1,N1_488,link,Info.Missing,22.3067222,91.9491941,0.214999999999975,,N1LRP264,N106_4,17.0684814204272
N1,N1_489,link,Km post missing,22.3025,91.9553889,1.0,,N1LRP265,N106_4,17.859556155915687
N1,N1_490,link,Km post missing,22.3009167,91.9648889,1.0,,N1LRP266,N106_4,18.741243688258624
N1,N1_492,link,Km post missing,22.2979441,91.973916,0.8940000000000055,,N1LRP267,N106_4,19.68453463006951
N1,N1_493,link,Km post missing,22.2934997,91.9816382,1.0,,N1LRP268,N106_4,20.61780641725246
N1,N1_495,link,Km post missing,22.2878052,91.9883886,0.6409999999999627,,N1LRP269,N106_4,21.551887493045367
N1,N1_497,link,Km post missing,22.2836386,91.9967497,0.5269999999999868,,N1LRP270,N106_4,22.520224326159873
N1,N1_499,link,Info.Missing,22.2761938,92.0043889,0.7810000000000059,,N1LRP271,N106_4,23.642985985155757
N1,N1_501,link,Km post missing,22.2676104,92.0058056,0.38700000000000045,,N1LRP272,N106_4,24.335440173581926
N1,N1_504,link,Km post missing,22.259,92.0081389,0.005999999999971806,,N1LRP273,N106_4,25.120793381316467
N1,N1_507,link,Km post missing,22.2517222,92.0133333,0.214999999999975,,N1LRP274,N106_4,26.04873618198914
N1,N1_509,link,Km post missing,22.2449997,92.019166,0.5629999999999882,,N1LRP275,N106_4,26.98958464641472
N1,N1_512,link,Info.Missing,22.236083,92.0234716,0.06900000000001683,,N1LRP276,N106_4,27.973248646361228
N1,N1_514,link,Info.Missing,22.227916,92.0258882,0.21100000000001273,,N1LRP277,N106_4,28.76432366259485
N1,N1_517,link,Km post missing,22.2192493,92.0278882,0.3410000000000082,,N1LRP278,N106_4,29.571253183929233
N1,N1_519,link,Km post missing,22.2116111,92.0318049,0.5589999999999691,,N1LRP279,N106_4,30.450033639335516
N1,N1_521,link,Km post missing,22.2054167,92.0380274,0.27600000000001046,,N1LRP280,N106_4,31.389428093036393
N1,N1_523,link,Info.Missing,22.1977774,92.0433886,1.0319999999999823,,N1LRP281,N106_4,32.37808800331964
N1,N1_524,link,Info.Missing,22.1897497,92.046583,1.0130000000000337,,N1LRP282,N106_4,33.241455291042456
N1,N1_525,link,Info.Missing,22.1822771,92.0513889,1.0129999999999768,,N1LRP283,N106_4,34.180894036837465
N1,N1_527,link,Km post missing,22.1735827,92.0534167,0.040000000000020464,,N1LRP284,N106_4,35.02244697366921
N1,N1_528,link,Km post missing,22.1652222,92.0548889,1.0,,N1LRP285,N106_4,35.80548114750418
N1,N1_529,link,Km post missing,22.1629722,92.0641944,1.0,,N1LRP286,N106_4,36.642235695698616
N1,N1_531,link,Km post missing,22.156,92.0701104,0.34499999999997044,,N1LRP287,N106_4,37.62417731009595
N1,N1_533,link,"Cox,s Bazar 111 km,Kasherhat 5 km",22.1491386,92.0696104,0.08400000000000318,,N1LRP288,N106_4,38.14823164862843
N1,N1_534,link,Keranirhat 4 km,22.1406663,92.0697771,0.950999999999965,,N1LRP289,N106_4,38.8598510879773
N1,N1_537,link,"Cox,s Bazar 109 km",22.1320549,92.0701938,0.05400000000003047,,N1LRP290,N106_4,39.6096204188516
N1,N1_540,link,Info.Missing,22.1240271,92.0715827,0.4230000000000018,,N1LRP291,N106_4,40.382704736971654
N1,N1_543,link,Km post missing,22.1151944,92.072416,0.5669999999999504,,N1LRP292,N106_4,41.19418005155487
N1,N1_545,link,Km post missing,22.1062222,92.0738049,0.7249999999999659,,N1LRP293,N106_4,42.06088079649833
N1,N1_547,link,Km post missing,22.097583,92.0752216,0.1150000000000091,,N1LRP294,N106_4,42.90626950929655
N1,N1_549,link,"Cox,s Bazar 104 km",22.092833,92.0812493,0.1190000000000282,,N1LRP295,N106_4,43.70471037362515
N1,N1_550,link,"Cox,s Bazar 103 km,Pasea 5 km",22.0876941,92.088583,0.9559999999999604,,N1LRP296,N106_4,44.62114109050688
N1,N1_552,link,"Cox,s Bazar 102 km,Pasha 3 km",22.0826104,92.0958886,0.33199999999999363,,N1LRP297,N106_4,45.53224182573735
N1,N1_554,link,Km post missing,22.0752216,92.1001944,0.6239999999999668,,N1LRP298,N106_4,46.45121676296096
N1,N1_556,link,"Cox,s Bazar 100 km,Pasra 2 km",22.0686938,92.10525,0.13800000000003365,,N1LRP299,N106_4,47.34362842771278
N1,N1_560,link,Km post missing,22.0604722,92.1078611,0.047000000000025466,,N1LRP300,N106_4,48.22845806898143
N1,N1_563,link,Km post missing,22.0516944,92.1090278,0.025000000000034106,,N1LRP301,N106_4,49.074332038522
N1,N1_566,link,Km post missing,22.0434441,92.1063056,0.10300000000000864,,N1LRP302,N106_4,49.63887726557841
N1,N1_568,link,"Cox.s Bazar 96 km,Lohaona 3 km",22.037083,92.1039722,0.05900000000002592,,N1LRP303,N106_4,50.06819208714251
N1,N1_571,link,Km post missing,22.0284438,92.1032778,0.029999999999972715,,N1LRP304,N106_4,50.809284541861665
N1,N1_573,link,"Cox,s Bazar 94 km,Lohaona 1 km",22.020666,92.1015556,0.6260000000000332,,N1LRP305,N106_4,51.418827823974155
N1,N1_575,link,"Cox,s Bazar 93 km,Lohagora 6 km",22.0153056,92.094833,0.9130000000000109,,N1LRP306,N106_4,51.527391962275736
N1,N1_577,link,"Cox,s Bazar 92 km,Lohagra 0 km",22.0074167,92.0924997,0.06099999999997863,,N1LRP307,N106_4,52.13209634581932
N1,N1_580,link,"Cox,s Bazar 87 km",21.999833,92.0879997,0.08199999999999363,,N1LRP308,N106_4,52.59898778296251
N1,N1_584,link,"Cox,s Bazar 86 km,Chokaria 28 km",21.9907219,92.0858608,0.17900000000003047,,N1LRP309,N106_4,53.349867913222425
N1,N1_587,link,"Cox,s Bazar 87 km,Chokaria 27 km",21.9829716,92.0817771,0.5179999999999723,,N1LRP310,N106_4,53.878650496430694
N1,N1_591,link,"Cox,s Bazar 88 km,Chowria 27 km",21.9781104,92.0739993,0.25499999999999545,,N1LRP311,N106_4,53.95306136941265
N1,N1_593,link,"Cox,s Bazar 83 km,Chokaria 25 km",21.9729438,92.0670827,0.18200000000001637,,N1LRP312,N106_4,54.116370238721906
N1,N1_595,link,Km post missing,21.9654167,92.0625556,0.4300000000000068,,N1LRP313,N106_4,54.640683797375914
N1,N1_599,link,Km post missing,21.9578333,92.0665833,0.055999999999983174,,N1LRP314,N106_4,55.58051731942306
N1,N1_601,link,Info.Missing,21.9489441,92.0675271,0.37000000000000455,,N1LRP315,N106_4,56.50506168142647
N1,N1_603,link,Km post missing,21.940583,92.0643889,0.617999999999995,,N1LRP316,N106_4,57.19249755060028
N1,N1_607,link,"Cox,s Bazar 78 km",21.9322216,92.06075,0.012000000000000455,,N1LRP317,N106_4,57.866329488463826
N1,N1_609,link,"Cox,s Bazar 77 km/Start of Cox's Bazar Road Division. / Cox,s Bazar 77 km/Start of Cox's Bazar Road Division.",21.9235827,92.0585,0.7719999999999914,,N1LRP318,N106_4,58.63757201601044
N1,N1_612,link,"Cox,s Bazar 76 km",21.9148333,92.0604722,0.27199999999999136,,N1LRP319,N106_4,59.606433839838
N1,N1_615,link,"Cox,s Bazar 75 km",21.9059444,92.0609167,0.41100000000000136,,N1LRP320,N106_4,60.5253418341808
N1,N1_616,link,"Cox,s Bazar 74 km",21.8969997,92.0612222,0.8729999999999905,,N1LRP321,N106_4,61.44630499111216
N1,N1_618,link,"Cox,s Bazar 73 km",21.8883886,92.0600833,0.2980000000000018,,N1LRP322,N106_4,62.276111068467905
N1,N1_620,link,Cox's Bazar 72 km,21.879416,92.0590833,0.20099999999996498,,N1LRP323,N106_4,63.152348095217455
N1,N1_622,link,Info.Missing,21.8704993,92.0591389,0.5240000000000009,,N1LRP324,N106_4,64.06843645773749
N1,N1_624,link,Km post missing,21.8616389,92.0596111,0.1309999999999718,,N1LRP325,N106_4,64.99728975578788
N1,N1_627,link,"Cox,s Bazar 69 km",21.85275,92.0609722,0.01999999999998181,,N1LRP326,N106_4,65.96527979545476
N1,N1_629,link,"Cox,s Bazar 68 km",21.8441386,92.0628056,0.8039999999999736,,N1LRP327,N106_4,66.92377807226995
N1,N1_632,link,"Cox,s Bazar 67 km",21.8363052,92.067416,0.5340000000000487,,N1LRP328,N106_4,67.90971075659773
N1,N1_634,link,Cox's Bazar 66 km,21.8280827,92.0712771,0.7049999999999841,,N1LRP329,N106_4,68.90677260571894
N1,N1_638,link,Cox's Bazar 65km,21.8195271,92.0741382,0.17899999999997362,,N1LRP330,N106_4,69.89938159054016
N1,N1_640,link,Cox.s Bazar 64 km,21.8119444,92.0776382,0.853999999999985,,N1LRP331,N106_4,70.81650514636561
N1,N1_642,link,"Cox,s Bazar 63 km",21.8029167,92.0772771,0.05700000000001637,,N1LRP332,N106_4,71.73414712177433
N1,N1_643,link,"Cox,s Bazar 62 km",21.7941941,92.0783882,0.992999999999995,,N1LRP333,N106_4,72.67810923855282
N1,N1_646,link,"Cox,s Bazar 61 km",21.7853052,92.079166,0.19400000000001683,,N1LRP334,N106_4,73.62765200743503
N1,N1_648,link,"Cox,s Bazar 60 km",21.7782493,92.0840552,0.875,,N1LRP335,N106_4,74.54222227856062
N1,N1_651,link,"Cox,s Bazar 59 km",21.7713049,92.0818327,0.043000000000006366,,N1LRP336,N106_4,75.17878111868049
N1,N1_652,link,Km post missing,21.7646389,92.075916,1.0,,N1LRP337,N106_4,75.6556169978516
N1,N1_653,link,"Cox,s Bazar 57 km",21.7546944,92.0770271,1.127999999999986,,N1LRP338,N106_4,76.73242965745088
N1,N1_654,link,"Cox,s Bazar 56 km",21.7466386,92.080916,1.0020000000000095,,N1LRP339,N106_4,77.71183019483934
N1,N1_657,link,Cox's Bazar 55 km,21.738083,92.0834163,0.057999999999992724,,N1LRP340,N106_4,78.69377838973806
N1,N1_660,link,"Cox,s Bazar 54 km",21.7290271,92.0838608,0.22100000000000364,,N1LRP341,N106_4,79.65525214925704
N1,N1_662,link,Cox's Bazar 53km,21.7204716,92.0822493,0.4390000000000214,,N1LRP342,N106_4,80.49387856099094
N1,N1_663,link,"Cox,s Bazar 52 km",21.7120833,92.0821104,1.0329999999999586,,N1LRP343,N106_4,81.36819628619587
N1,N1_665,link,"Cox,s Bazar 51 km",21.7040556,92.0788604,0.6480000000000246,,N1LRP344,N106_4,82.10082935541958
N1,N1_667,link,Cox's Bazar 50km,21.6957497,92.0805827,0.8669999999999618,,N1LRP345,N106_4,83.03216652041525
N1,N1_668,link,Cox's Bazar 49km,21.6868608,92.0800827,1.0120000000000005,,N1LRP346,N106_4,83.9514227614904
N1,N1_669,link,Cox's Bazar 48 km,21.678416,92.0770827,1.0,,N1LRP347,N106_4,84.74420733149077
N1,N1_672,link,"Cox,s Bazar 47 km",21.6695549,92.0760549,0.22000000000002728,,N1LRP348,N106_4,85.64776123302343
N1,N1_674,link,"Cox,s Bazar 46 km",21.6606111,92.0750827,0.25900000000001455,,N1LRP349,N106_4,86.56373219625412
N1,N1_676,link,"Cox,s Bazar 45 km",21.6518056,92.0737771,0.9529999999999745,,N1LRP350,N106_4,87.45653657221132
N1,N1_679,link,"Cox,s Bazar 44 km",21.6428608,92.0732216,0.5880000000000223,,N1LRP351,N106_4,88.38905409166446
N1,N1_680,link,"Cox,s Bazar 43 km",21.634833,92.0770271,1.0179999999999723,,N1LRP352,N106_4,89.35814651586132
N1,N1_681,link,"Cox,s Bazar 42 km",21.6259716,92.0773882,1.02800000000002,,N1LRP353,N106_4,90.31055076766157
N1,N1_683,link,Cox's Bazar 41km,21.6197771,92.0705271,0.4530000000000314,,N1LRP354,N106_4,90.76462930843469
N1,N1_685,link,"Cox,s Bazar 40 km",21.61225,92.0652222,0.40999999999996817,,N1LRP355,N106_4,91.41396215564666
N1,N1_688,link,"Cox,s Bazar 39 km",21.6039167,92.0619444,0.29599999999999227,,N1LRP356,N106_4,92.21242167157669
N1,N1_691,link,Cox's Bazar 38km,21.5951108,92.0611944,0.22199999999998,,N1LRP357,N106_4,93.13465158789414
N1,N1_694,link,"Cox,s Bazar 37 km",21.5875274,92.0650278,0.036000000000001364,,N1LRP358,N106_4,94.05326394687413
N1,N1_696,link,Cox's Bazar 36 km,21.5791938,92.0668049,0.5029999999999859,,N1LRP359,N106_4,94.99523260730804
N1,N1_698,link,"Cox,s Bazar 35 km",21.5717216,92.0718049,0.42799999999999727,,N1LRP360,N106_4,95.9346792133677
N1,N1_699,link,"Cox,s Bazar 34 km",21.5629444,92.0700271,1.0200000000000387,,N1LRP361,N106_4,96.82541282762558
N1,N1_703,link,"Cos,x Bazar 33 km",21.5555,92.0679716,0.5580000000000496,,N1LRP362,N106_4,97.56756663427844
N1,N1_706,link,"Cox,s Bazar 32 km",21.546583,92.0668327,0.05900000000002592,,N1LRP363,N106_4,98.4942158596193
N1,N1_707,link,Cox's Bazar 31km,21.538333,92.0639722,0.8870000000000005,,N1LRP364,N106_4,99.30525047576398
N1,N1_708,link,Cox.s Bazar 30 km,21.5294993,92.0650278,1.0160000000000196,,N1LRP365,N106_4,100.28320960957683
N1,N1_712,link,"Cox,s Bazar 29 km",21.520666,92.0661667,0.012000000000000455,,N1LRP366,N106_4,101.26349027018546
N1,N1_715,link,Cox.s Bazar 28 km,21.5125556,92.0699438,0.1570000000000391,,N1LRP367,N106_4,102.23461073051405
N1,N1_719,link,Cox's Bazar 27km,21.505,92.0745549,0.019000000000005457,,N1LRP368,N106_4,103.16821173604312
N1,N1_720,link,Cox's Bazar 26km,21.4968608,92.0769438,1.0,,N1LRP369,N106_4,104.10634915746755
N1,N1_723,link,"Cox,s Bazar 25 km",21.4901941,92.0818049,0.6769999999999641,,N1LRP370,N106_4,104.95169499854251
N1,N1_724,link,"Cox,s Bazar 24 km",21.4870274,92.0898052,0.98599999999999,,N1LRP371,N106_4,105.50732884518555
N1,N1_725,link,Cox.s Bazar 23 km,21.4793604,92.0938886,0.9740000000000464,,N1LRP372,N106_4,106.44126745451543
N1,N1_729,link,"Cox,s Bazar 22 km",21.4713604,92.0997497,0.3509999999999991,,N1LRP373,N106_4,107.46044364573854
N1,N1_732,link,"Cox,s Bazar 21 km",21.4635833,92.1029167,0.22900000000004184,,N1LRP374,N106_4,108.38148711356237
N1,N1_733,link,"Cox,s Bazar 20 km",21.4564722,92.1038056,0.9689999999999941,,N1LRP375,N106_4,109.16784845568961
N1,N1_735,link,"Cox,s Bazar 19 km",21.4496108,92.0994997,0.1260000000000332,,N1LRP376,N106_4,109.78521400674305
N1,N1_738,link,"Cox,s Bazar 18 km",21.4413608,92.1003611,0.07400000000001228,,N1LRP377,N106_4,110.69390213647324
N1,N1_741,link,"Cox,s Bazar 17 km",21.4334441,92.0969997,0.10000000000002274,,N1LRP378,N106_4,111.45418602001492
N1,N1_745,link,"Cox,s Bazar 16 km",21.4281104,92.0914719,0.2740000000000009,,N1LRP379,N106_4,111.88299559456723
N1,N1_748,link,"Cox,s Bazar 15 km",21.4269716,92.0821104,0.20100000000002183,,N1LRP380,N106_4,111.76726090190445
N1,N1_751,link,"Cox,s Bazar 14 km",21.4267216,92.0730827,0.40399999999999636,,N1LRP381,N106_4,111.57188459027718
N1,N1_753,link,Cox's Bazar 13km,21.4276938,92.0643611,0.7579999999999814,,N1LRP382,N106_4,111.25875523278202
N1,N1_758,link,"Cox,s Bazar 12 km",21.4280827,92.0551389,0.06499999999999773,,N1LRP383,N106_4,111.00409145705466
N1,N1_761,link,"Cox,s Bazar 11 km",21.4287771,92.0461941,0.3109999999999786,,N1LRP384,N106_4,110.72987375304596
N1,N1_764,link,"Cox,s Bazar 10 km",21.4296938,92.0368608,0.2869999999999777,,N1LRP385,N106_4,110.43037651436067
N1,N1_767,link,"Cox,s Bazar 9 km",21.430166,92.0283604,0.1419999999999959,,N1LRP386,N106_4,110.20385752224834
N1,N1_770,link,Teknaf 79 km,21.4258049,92.0232493,0.12000000000000455,,N1LRP387,N106_4,110.57787913725913
N1,N1_773,link,"Teknaf 78 km,Uttia 24 km",21.4199716,92.0302493,0.41800000000000637,,N1LRP388,N106_4,111.35378691527272
N1,N1_777,link,"Teknaf 77 km,Uthia 23 km",21.4150556,92.037833,0.23599999999999,,N1LRP389,N106_4,112.04491413401983
N1,N1_781,link,"Teknaf 76 km,Uthia 22 km",21.4101111,92.0458052,0.18900000000002137,,N1LRP390,N106_4,112.75130209774736
N1,N1_785,link,"Teknaf 75 km,Uthia 21 km",21.4090833,92.05475,0.33099999999996044,,N1LRP391,N106_4,113.05794206749803
N1,N1_790,link,Km post missing,21.4040556,92.0619722,0.013999999999953161,,N1LRP392,N106_4,113.76584445373256
N1,N1_794,link,"Teknaf 74 km,Uthia 20 km",21.3969719,92.066916,0.2109999999999559,,N1LRP393,N106_4,114.64710165790909
N1,N1_798,link,"Teknaf 73 km, Ukhia 19km",21.3885274,92.0692771,0.038000000000010914,,N1LRP394,N106_4,115.61693533320505
N1,N1_807,link,"Teknaf 72 km,Uthia 18 km",21.3796104,92.0706104,0.0009999999999763531,,N1LRP395,N106_4,116.61435794106481
N1,N1_815,link,"Teknaf 71km, Ukhia 17km",21.3742493,92.0756938,0.08999999999997499,,N1LRP396,N106_4,117.31296734640785
N1,N1_822,link,"Teknaf 70 km,Uthia 16 km",21.3662778,92.0810549,0.17700000000002092,,N1LRP397,N106_4,118.30197456480686
N1,N1_829,link,"Teknaf 69 km,Uthia 15 km",21.35775,92.0790271,0.12700000000000955,,N1LRP398,N106_4,119.17826328318382
N1,N1_832,link,"Teknaf 68 km,Uthia 14 km",21.3490552,92.0784716,0.11199999999996635,,N1LRP399,N106_4,120.1078756074925
N1,N1_835,link,"Teknaf 67 km,Uthia 13 km",21.3404997,92.0784993,0.19100000000003092,,N1LRP400,N106_4,121.03627998759399
N1,N1_838,link,"Teknaf 66 km,Uthia 12 km",21.3311104,92.0788604,0.3210000000000264,,N1LRP401,N106_4,122.06306031274617
N1,N1_840,link,"Teknaf 65 km,Uthia 11 km",21.324666,92.084583,0.38400000000001455,,N1LRP402,N106_4,122.89268044697495
N1,N1_844,link,Km post broken,21.3187493,92.0916108,0.3090000000000259,,N1LRP403,N106_4,123.69710220299612
N1,N1_846,link,"Teknaf 63 km,Uthia 9 km",21.3120278,92.0969163,0.5880000000000223,,N1LRP404,N106_4,124.5500829890977
N1,N1_848,link,"Teknaf 62 km,Uthia 8 km",21.3037778,92.0968052,0.5450000000000159,,N1LRP405,N106_4,125.44055217893118
N1,N1_851,link,"Teknaf 61 km,Uthia 7 km",21.2949163,92.0994163,0.6000000000000227,,N1LRP406,N106_4,126.4616186204856
N1,N1_854,link,"Teknaf 60 km,Uthia 6 km",21.2863608,92.1001667,0.13400000000001455,,N1LRP407,N106_4,127.4057117217706
N1,N1_856,link,"Teknaf 59 km,Uthia 5 km",21.277666,92.1026111,0.7210000000000036,,N1LRP408,N106_4,128.40477951425834
N1,N1_860,link,"Teknaf 58 km,Uthia 4 km",21.2695827,92.1066111,0.25,,N1LRP409,N106_4,129.3743721097455
N1,N1_864,link,"Teknaf 57 km,Uthia 3 km",21.2641111,92.1140833,0.2699999999999818,,N1LRP410,N106_4,130.14503261156403
N1,N1_867,link,"Teknaf 56 km,Uthia 2 km",21.2580278,92.1214438,0.10099999999999909,,N1LRP411,N106_4,130.98186636040384
N1,N1_871,link,"Teknaf 55 km,Uthia 1 km",21.2521944,92.1286104,0.2810000000000059,,N1LRP412,N106_4,131.7894347548126
N1,N1_874,link,Teknaf 54 km,21.2462219,92.1364719,0.34899999999998954,,N1LRP413,N106_4,132.6320912193396
N1,N1_876,link,Teknaf 53 km,21.2412497,92.1440552,0.9060000000000059,,N1LRP414,N106_4,133.36277748072106
N1,N1_877,link,Teknaf 52 km,21.2357774,92.1511667,0.9799999999999613,,N1LRP415,N106_4,134.13766302463623
N1,N1_878,link,Teknaf 51km,21.236333,92.1586667,0.9980000000000473,,N1LRP416,N106_4,134.2779278559374
N1,N1_881,link,Teknaf 50 km,21.2283604,92.1617222,0.12100000000003774,,N1LRP417,N106_4,135.21631126286889
N1,N1_883,link,Info.Missing,21.2198049,92.1618611,0.19999999999998863,,N1LRP418,N106_4,136.138744932379
N1,N1_889,link,Teknaf 47km,21.21375,92.1674438,0.1360000000000241,,N1LRP419,N106_4,136.9393966057409
N1,N1_891,link,Teknaf 46 km,21.2056389,92.1703327,0.08800000000002228,,N1LRP420,N106_4,137.88824903649459
N1,N1_895,link,Info.Missing,21.1969441,92.1707493,0.0999999999999659,,N1LRP421,N106_4,138.83279793559117
N1,N1_898,link,Info.Missing,21.1897497,92.166666,0.19799999999997908,,N1LRP422,N106_4,139.4962996031435
N1,N1_900,link,Info.Missing,21.1843052,92.1594167,0.8999999999999773,,N1LRP423,N106_4,139.89173442073425
N1,N1_904,link,Info.Missing,21.1761938,92.1566111,0.14400000000000546,,N1LRP424,N106_4,140.6931729969665
N1,N1_910,link,Info.Missing,21.1677216,92.1527778,0.08100000000001728,,N1LRP425,N106_4,141.5094507506267
N1,N1_916,link,Info.Missing,21.1595,92.1526111,0.08299999999996999,,N1LRP426,N106_4,142.39239054314348
N1,N1_919,link,Info.Missing,21.1507222,92.1545,0.23399999999998045,,N1LRP427,N106_4,143.38689256881463
N1,N1_922,link,Teknaf 38 km,21.1435274,92.1589722,0.5380000000000109,,N1LRP428,N106_4,144.27520136450843
N1,N1_928,link,Info.Missing,21.1379719,92.1659167,0.07900000000000773,,N1LRP429,N106_4,145.05001078266898
N1,N1_933,link,Info.Missing,21.1363886,92.1752493,0.08600000000001273,,N1LRP430,N106_4,145.46132049678442
N1,N1_937,link,Info.Missing,21.1326938,92.183333,0.5,,N1LRP431,N106_4,146.07167375525918
N1,N1_944,link,Km post missing,21.1269438,92.1902219,0.15100000000001046,,N1LRP432,N106_4,146.87377982845405
N1,N1_950,link,Info.Missing,21.1198604,92.1954719,0.29199999999997317,,N1LRP433,N106_4,147.77618242539964
N1,N1_954,link,Info.Missing,21.1121111,92.2002778,0.36899999999997135,,N1LRP434,N106_4,148.73854862708976
N1,N1_961,link,Km post broken,21.1058333,92.20725,0.2230000000000132,,N1LRP435,N106_4,149.60337102976885
N1,N1_966,link,Info.Missing,21.0975552,92.2105,0.17999999999994998,,N1LRP436,N106_4,150.5804549775105
N1,N1_971,link,Km post missing,21.0891941,92.2135,0.16699999999997317,,N1LRP437,N106_4,151.5595348706093
N1,N1_977,link,Km post missing,21.0811104,92.2169438,0.13700000000000045,,N1LRP438,N106_4,152.52125933321034
N1,N1_983,link,Info.Missing,21.0735271,92.2226104,0.09500000000002728,,N1LRP439,N106_4,153.49163838048838
N1,N1_987,link,Km post missing,21.0655833,92.2245549,0.4479999999999791,,N1LRP440,N106_4,154.3966128907313
N1,N1_991,link,Info.Missing,21.0565833,92.2266104,0.15599999999994907,,N1LRP441,N106_4,155.4178035290621
N1,N1_995,link,Teknaf 24 km,21.0513056,92.2317493,0.2669999999999959,,N1LRP442,N106_4,156.12708556832268
N1,N1_998,link,Teknaf 23 km,21.0439163,92.2359441,0.29400000000003956,,N1LRP443,N106_4,157.0362314971365
N1,N1_1003,link,Teknaf 21 km,21.0338608,92.2407774,0.020999999999958163,,N1LRP444,N106_4,158.24889815556708
N1,N1_1006,link,Km post missing,21.0249993,92.2418608,0.07100000000002638,,N1LRP445,N106_4,159.22744268012926
N1,N1_1008,link,Infor.missing,21.0186104,92.2431386,0.1449999999999818,,N1LRP446,N106_4,159.94709383369548
N1,N1_1011,link,Teknaf 20 km,21.0107222,92.2487219,0.7199999999999704,,N1LRP447,N106_4,160.94928315836663
N1,N1_1014,link,Teknaf 29 km,21.0029444,92.2531944,0.34899999999998954,,N1LRP448,N106_4,161.90847217177875
N1,N1_1016,link,Teknaf 18 km,20.9940274,92.2546111,0.6299999999999955,,N1LRP449,N106_4,162.9021774648288
N1,N1_1018,link,Infor.missing,20.9852774,92.2536389,0.48599999999999,,N1LRP450,N106_4,163.81032132634095
N1,N1_1021,link,Km post missing,20.9769438,92.2502222,0.2540000000000191,,N1LRP451,N106_4,164.6061680655353
N1,N1_1025,link,Infor.missing,20.9682771,92.2488052,0.10600000000005139,,N1LRP452,N106_4,165.49513310103575
N1,N1_1031,link,Info.Missing,20.9606389,92.2535,0.09300000000001774,,N1LRP453,N106_4,166.44394664164406
N1,N1_1035,link,Info.Missing,20.9521667,92.2566944,0.35599999999999454,,N1LRP454,N106_4,167.44048293007077
N1,N1_1040,link,Info.Missing,20.9445552,92.2603333,0.17799999999999727,,N1LRP455,N106_4,168.3573069799455
N1,N1_1043,link,Km post missing,20.9361663,92.2628611,0.13700000000000045,,N1LRP456,N106_4,169.32634422627805
N1,N1_1048,link,Infor.missing,20.9270827,92.2644444,0.12000000000000455,,N1LRP457,N106_4,170.3433838509015
N1,N1_1052,link,Teknaf 8 km,20.9187771,92.2687771,0.014999999999986358,,N1LRP458,N106_4,171.35399218671276
N1,N1_1058,link,Teknaf 7 km,20.9122222,92.2729438,0.06399999999996453,,N1LRP459,N106_4,172.17273970478882
N1,N1_1067,link,Km post missing,20.9048333,92.277916,0.06199999999995498,,N1LRP460,N106_4,173.1037845687484
N1,N1_1072,link,Km post missing,20.8981108,92.2832493,0.5769999999999982,,N1LRP461,N106_4,173.97428039615275
N1,N1_1075,link,Km post missing,20.8926386,92.2902774,0.375,,N1LRP462,N106_4,174.76049232887542
N1,N1_1077,link,Teknaf 4 km,20.891833,92.2923052,0.15999999999996817,,N1LRP463,N106_4,174.9050429199178
