Road,Scenario,Seed,Average_driving_time,Accumulate_delay_time,Average_delay_time,Broken_bridges,Bridge_delays
N1,0,508820,578.0,0,0.0,,None: 0
N1,0,196624,578.0,0,0.0,,None: 0
N1,0,541264,578.0,0,0.0,,None: 0
N1,0,778976,578.0,0,0.0,,None: 0
N1,0,207238,578.0,0,0.0,,None: 0
N1,0,320118,578.0,0,0.0,,None: 0
N1,0,478289,578.0,0,0.0,,None: 0
N1,0,729786,578.0,0,0.0,,None: 0
N1,0,716661,578.0,0,0.0,,None: 0
N1,0,148000,578.0,0,0.0,,None: 0
