Road,Scenario,Seed,Average_driving_time,Total_waiting_time,Average_waiting_time,Broken_bridges,Average_truck_speeds
N1,1,1234567,88.61904761904762,0,0.0,"N2_107, N2_463, N1_814, N2_747, N1_659, N1_988, N102_164, N105_49, N2_735, N106_45, N1_576, N1_736, N1_589, N1_408, N102_125, N2_457, N1_1030, N2_737, N2_69, N208_16, N1_98, N1_394, N2_627, N2_291, N2_485, N208_66, N1_734, N1_960, N1_635, N204_32, N204_25, N1_896, N1_565, N2_458, N208_32, N2_151, N2_211, N2_490, N1_684, N1_805, N2_497, N207_132, N208_28, N105_86, N1_972, N106_5, N1_377, N2_741, N1_557, N208_82, N1_1068, N208_130, N2_348, N208_80, N2_574, N2_330, N106_104, N1_410, N2_449, N1_967, N1_664, N104_78, N2_585, N207_87, N2_739, N106_143, N2_607, N2_61, N1_628, N1_714, N1_1076, N1_709, N2_367, N1_469, N2_328, N2_162, N1_1060, N207_72, N2_740, N1_1074, N102_172, N1_60, N1_604, N102_17, N208_42, N2_507, N102_5, N104_18, N2_431, N1_67, N1_588, N1_747, N2_692, N102_81, N1_58, N105_52, N2_443, N1_479, N2_701, N105_67, N2_43, N102_87, N2_638, N2_111, N1_702, N207_125, N1_762, N1_855, N106_157, N2_447, N1_567, N1_827, N106_23, N102_166, N105_24, N1_518, N207_69, N1_284, N1_742, N102_143, N2_492, N1_1045, N2_158, N1_36, N2_123, N2_426, N1_272, N1_494, N1_834, N2_699, N208_36, N1_140, N1_887, N2_51, N1_399, N102_137, N106_62, N207_55, N2_473, N208_93, N106_79, N2_525, N2_671, N105_3, N1_749, N2_472, N208_13, N1_808, N2_456, N1_2, N208_140, N106_19, N1_673, N1_1053, N1_1001, N1_375, N2_705, N105_26, N2_288, N2_420, N105_31, N2_748, N1_907, N1_214, N105_10, N106_95, N2_572, N2_372, N2_436, N2_502, N208_56, N208_73, N1_915, N2_125, N2_549, N1_516, N106_121, N102_112, N1_958, N1_759, N2_648, N1_948, N104_20, N2_711, N102_128, N207_53, N208_74, N2_132, N2_90, N1_458, N2_258, N102_51, N2_40, N105_64, N1_208, N106_46, N1_852, N102_141, N106_103, N102_21, N1_191, N2_73, N106_97, N2_394, N1_965, N1_574, N102_41, N1_50, N106_114, N2_301, N2_308, N106_106, N204_36, N2_206, N1_471, N208_48, N1_535, N1_27, N2_495, N1_636, N1_313, N1_80, N2_409, N2_548, N208_97, N1_548, N2_482, N105_77, N2_196, N1_592, N2_481, N105_78, N1_461, N2_88, N2_215, N2_615, N1_619, N1_779, N102_60, N1_579, N1_621, N2_115, N1_506, N1_717, N1_600, N2_286, N1_127, N1_366, N1_392, N208_76, N104_64, N1_585, N1_936, N208_109, N1_356, N2_180, N1_945, N2_459, N2_660, N2_27, N102_4, N2_531, N207_49, N1_237, N2_491, N106_158, N208_58, N2_49, N1_737, N2_598, N204_35, N2_173, N2_271, N2_697, N204_53, N1_569, N105_55, N208_2, N1_1024, N2_373, N2_56, N2_384, N207_10, N2_707, N2_191, N105_70, N207_3, N2_31, N1_752, N2_564, N204_44, N1_1009, N2_448, N1_436, N102_6, N2_134, N1_921, N1_553, N1_701, N2_231, N2_66, N1_151, N1_623, N102_40, N2_251, N2_34, N2_326, N2_350, N2_418, N2_622, N2_290, N2_300, N2_329, N207_90, N2_501, N106_120, N1_811, N2_236, N2_586, N105_54, N1_268, N208_37, N1_942, N1_464, N1_1080, N2_105, N208_4, N2_342, N2_504, N208_110, N105_83, N1_763, N1_350, N2_508, N2_576, N2_253, N106_57, N2_82, N1_427, N2_312, N2_422, N207_109, N1_170, N2_149, N1_602, N106_139, N1_1059, N1_819, N208_24, N2_441, N2_703, N2_362, N2_172, N105_61, N208_106, N2_70, N106_59, N1_886, N102_138, N106_113, N1_605, N102_104, N208_105, N1_614, N2_626, N1_710, N2_137, N2_519, N2_551, N106_98, N1_597, N2_642, N208_25, N1_364, N1_391, N1_558, N2_279, N1_858, N1_641, N207_85, N1_590, N1_675, N102_97, N106_2, N102_45, N204_51, N2_42, N1_546, N1_690, N2_22, N2_653, N1_754, N2_304, N2_200, N2_461, N1_892, N1_1065, N2_546, N1_262, N1_740, N1_412, N1_979, N2_469, N105_80, N1_630, N204_68, N2_614, N1_1027, N105_32, N105_12, N106_50, N2_629, N1_298, N1_542, N208_126, N1_508, N1_610, N1_826, N1_304, N1_750, N2_83, N1_637, N102_102, N104_14, N1_441, N106_18, N2_478, N102_123, N207_91, N208_99, N1_868, N2_713, N2_433, N2_494, N2_339, N1_228, N105_60, N2_509, N1_424, N1_183, N1_959, N1_1054, N102_35, N2_401, N2_347, N1_363, N2_93, N1_784, N2_352, N106_145, N105_36, N2_500, N1_897, N1_678, N1_1020, N1_415, N1_402, N1_440, N2_33, N105_59, N2_567, N208_64, N208_100, N1_315, N1_964, N1_65, N2_183, N1_43, N1_465, N2_130, N2_207, N2_486, N1_564, N2_96, N2_194, N208_57, N2_398, N1_795, N1_1044, N2_557, N1_901, N1_978, N1_468, N1_78, N2_85, N2_282, N1_830, N1_969, N2_635, N2_432, N102_79, N207_36, N1_562, N2_101, N2_464, N2_468, N204_10, N1_820, N1_1029, N1_689, N2_181, N102_145, N207_56, N2_238, N1_12, N1_633, N106_153, N207_113, N2_645, N1_40, N2_109, N2_296, N2_455, N2_537, N2_240, N208_90, N2_269, N1_120, N1_419, N1_293, N1_174, N104_80, N1_319, N207_59, N204_43, N207_62, N2_714, N2_677, N1_581, N1_955, N1_976, N1_625, N2_477, N2_205, N2_287, N2_412, N2_570, N1_789, N1_64, N2_451, N1_312, N1_511, N208_101, N208_51, N106_123, N106_135, N1_428, N2_523, N1_1069, N1_385, N102_84, N208_20, N1_481, N1_71, N1_1039, N2_152, N1_56, N1_671, N105_23, N104_43, N204_55, N106_108, N2_164, N2_216, N1_467, N1_572, N208_83, N1_538, N102_19, N102_74, N2_15, N207_84, N2_553, N208_85, N2_358, N2_650, N2_588, N2_361, N208_94, N2_410, N1_728, N2_175, N2_462, N1_536, N2_185, N208_102, N102_43, N207_70, N1_810, N1_346, N2_381, N2_405, N207_39, N106_126, N1_744, N2_489, N2_413, N2_583, N2_268, N2_320, N1_396, N105_68, N2_219, N1_778, N207_33, N1_766, N2_256, N2_630, N2_333, N1_626, N208_18, N2_484, N1_968, N1_970, N105_47, N2_428, N2_322, N106_140, N1_70, N106_124, N1_1022, N2_479, N1_53, N2_643, N1_336, N2_142, N106_10, N1_1034, N1_644, N1_804, N1_831, N207_134, N105_46, N1_1028, N2_465, N102_80, N1_251, N1_561, N208_1, N2_591, N1_482, N2_267, N1_893, N1_975, N2_283, N207_114, N208_95, N1_946, N1_721, N1_149, N204_66, N207_32, N208_69, N2_380, N2_345, N1_352, N2_656, N102_85, N106_131, N2_72, N2_625, N2_392, N207_122, N2_718, N1_631, N2_526, N106_73, N208_54, N106_155, N2_78, N208_44, N1_743, N106_96, N2_365, N105_51, N2_612, N1_890, N2_527, N207_119, N2_435, N1_888, N2_241, N1_666, N204_48, N104_62, N1_973, N1_982, N1_180, N1_1071, N1_656, N208_77, N2_338, N1_768, N1_913, N1_338, N2_631, N2_415, N106_107, N1_818, N2_391, N208_132, N105_41, N2_140, N102_92, N102_58, N1_582, N207_13, N1_388, N105_40, N1_926, N1_500, N1_697, N2_311, N2_222, N1_1010, N2_560, N2_745, N1_941, N1_54, N1_326, N1_455, N1_769, N2_402, N1_541, N208_134, N1_220, N1_613, N2_323, N2_416, N1_583, N1_1007, N1_783, N1_1057, N207_128, N106_24, N2_421, N1_859, N2_112, N2_438, N1_368, N2_324, N2_506, N2_440, N1_570, N2_59, N2_245, N1_786, N2_529, N208_40, N204_23, N208_145, N208_27, N1_400, N1_354, N1_371, N102_56, N2_743, N105_65, N1_866, N1_22, N1_760, N2_39, N2_86, N2_378, N2_581, N1_380, N102_156, N1_813, N2_94, N1_361, N208_14, N1_726, N208_128, N1_598",2.8916507559116695
