Scenario,Seed,Number of vehicles,Average_driving_time,Total_waiting_time,Average_waiting_time,Categories,Broken_bridges,Average Speed
1,317711,7,578.0,0,0.0,,,0.0
1,849416,7,708.8571428571429,916,130.85714285714286,D,N1_788,0.0
1,361412,7,578.0,0,0.0,,,0.0
1,172663,7,645.1428571428571,470,67.14285714285714,D,N1_899,0.0
