Road,Scenario,Seed,Average_driving_time,Total_waiting_time,Average_waiting_time,Broken_bridges
N1,0,547046,578.0,0,0.0,
N1,0,928237,578.0,0,0.0,
N1,0,662778,578.0,0,0.0,
N1,0,944190,578.0,0,0.0,
N1,0,842107,578.0,0,0.0,
N1,0,857050,578.0,0,0.0,
N1,0,833481,578.0,0,0.0,
N1,0,588026,578.0,0,0.0,
N1,0,129284,578.0,0,0.0,
N1,0,805351,578.0,0,0.0,
