Road,Scenario,Seed,Average_driving_time,Total_waiting_time,Average_waiting_time,Broken_bridges
N1,1,601035,578.0,0,0.0,
N1,1,275349,578.0,0,0.0,
N1,1,201070,578.0,0,0.0,
N1,1,417943,837.5066876475216,339373,267.0125885129819,"N1_850, N1_1049"
N1,1,316538,578.0,0,0.0,
N1,1,912134,578.0,0,0.0,
N1,1,649917,578.0,0,0.0,
N1,1,679267,578.0,0,0.0,
N1,1,928541,646.2328244274809,90623,69.17786259541985,N1_930
N1,1,588754,578.0,0,0.0,
