Scenario,Seed,Average_driving_time,Total_waiting_time,Average_waiting_time,Categories,Broken_bridges,Average Speed
0,956905,25.593967517401392,0,0.0,,,17337.578601682864
0,574434,24.404651162790696,0,0.0,,,18097.69562334402
0,952241,24.48259860788863,0,0.0,,,16143.70056889133
0,531504,24.91415313225058,0,0.0,,,17441.254408297395
0,447071,22.95813953488372,0,0.0,,,18866.996722830812
