Scenario,Seed,Average_driving_time,Total_waiting_time,Average_waiting_time,Delay dict
0,230541,428.35875477375305,2307610,267.0535817613702,"{'12475': 87.99479048831715, '10940': 79.16484804383995, '10970': 77.86721927071989, '11162': 77.0219291593448, '11735': 68.22197994265636, '10132': 64.88478888044364, '10088': 58.58668252517121, '10040': 56.85450566289815, '10166': 52.96284517333509, '11533': 38.26555611327877, '10146': 37.06387277835111, '12439': 36.976564974474286, '12941': 32.42383678005471, '11222': 30.992380790322706, '11066': 29.150827359066597, '11557': 27.80415632069232, '11158': 19.614123193076225, '11323': 19.59992718061484, '11881': 19.560500083793357, '12574': 19.32415175831882, '11078': 18.956720043667552, '11202': 18.915533370220164, '12564': 18.640084718527405, '11048': 18.627019358892163, '11068': 18.040427772422035, '12346': 17.848099612177656, '11292': 17.63494754351813, '11216': 17.51555636615083, '11082': 16.848962295313605, '10352': 16.826674857788333, '11236': 16.283325258843846, '11845': 16.25393336764499, '12572': 16.063141524566554, '12491': 15.783620557738478, '11765': 15.640965373175035, '10180': 15.62435150239081, '10922': 15.605186953894115, '10876': 14.355595828847008, '10878': 14.31246785186335, '11493': 14.197695401478567, '11607': 13.773432415344324, '10152': 13.366831334935227, '11789': 13.061603201008957, '12332': 12.97462856973155, '10148': 12.920872504675273, '11417': 12.662081956945075, '11290': 12.66053203139243, '12431': 11.812576032259436, '10788': 11.644802947339187, '10246': 11.45077021733424, '12969': 11.28038090590994, '12576': 10.5892355804851, '11401': 10.463219262436773, '12915': 10.05398975898489, '12167': 10.012560677087194}"
0,781841,414.62351173274766,2236392,258.5125419026702,"{'12013': 215.50960763383904, '10034': 116.90494719193939, '12993': 110.61887521978016, '10594': 109.18623286490889, '11497': 83.33190963524436, '10944': 83.07874201559724, '12977': 82.28851888865971, '11735': 78.42494569525776, '10972': 76.93080910377527, '10166': 67.55618607910162, '10390': 63.46455602728803, '12501': 60.73600791922222, '10344': 59.419056656883555, '12183': 56.19331116385322, '10992': 55.794901516122906, '11919': 52.813610899803045, '11066': 43.832086344375995, '12953': 27.95516188657126, '10174': 22.812373176440236, '10916': 19.987873330764035, '11202': 19.911752325016185, '12947': 19.488429334942293, '12604': 19.147069284125536, '12137': 18.962538932848602, '12521': 18.740080816495205, '11379': 18.569868544858075, '10442': 18.416131903017522, '10952': 18.29915706806905, '10882': 17.6923843358768, '12099': 17.200670248306352, '11002': 17.193854534274617, '10962': 17.180145077760006, '12387': 17.066993330645793, '11803': 16.92483712360947, '12586': 16.674204527579715, '10808': 16.524191326782713, '12810': 16.156179846630117, '10190': 15.857587323591614, '10864': 15.731061457787465, '12969': 15.526710551355926, '10646': 15.408282256356543, '10872': 14.882501797428862, '10984': 14.839769601587992, '11607': 14.74991378608468, '12435': 14.611580252410837, '12917': 14.177883940396526, '12881': 14.172543990115589, '12820': 13.451339871481686, '12955': 13.44153538129973, '12393': 12.830410601026383, '11078': 12.174126945248387, '11973': 12.093768220723053, '12935': 11.944131414231368, '12574': 11.449653580188135, '12822': 11.397871677282179, '12580': 11.29886717596144, '11913': 10.43022039508481, '11068': 10.27445478159658}"
0,734512,307.4202947463157,1230109,138.3855326808415,"{'10690': 173.2431540164129, '12469': 88.94624197292636, '11050': 82.22492091004534, '11238': 81.74087516050615, '10970': 81.04879717300469, '10714': 80.98865711469648, '12427': 79.59141251307433, '12939': 78.96332120270645, '10584': 68.87187877629245, '10508': 68.37042605323794, '12941': 67.56627965428737, '11236': 66.68610838854529, '10954': 59.35721597808222, '10968': 49.087729420113234, '12810': 36.77768157007225, '12019': 19.821612340421158, '10972': 19.605639059224863, '11074': 18.417423021186494, '11323': 18.23031480115639, '12369': 17.934580946825466, '10166': 17.12728737671338, '11248': 17.06219582247794, '10974': 16.668206296696205, '11495': 16.58847348584861, '10998': 14.44212328240118, '11353': 13.100340189749474, '11803': 12.912851907639919, '11022': 12.479003980150498, '10986': 10.896760203905957}"
0,670095,392.42396155166495,1978945,226.44982263416867,"{'10690': 201.71905807160715, '12013': 184.5938900156791, '12479': 89.75608411096131, '10046': 76.46009754233461, '12939': 72.10295343265452, '10938': 68.63159238456296, '11587': 67.98720185781102, '10932': 60.30884612339859, '11174': 57.426823374828274, '12501': 55.31993218736127, '11321': 54.74983274114823, '10944': 51.36809404476801, '12879': 48.08343533320367, '11581': 47.84600265457389, '11272': 40.91399755177086, '10146': 40.06763160070844, '12519': 34.712728617551406, '11094': 20.47769195389427, '10972': 20.17584448724257, '10538': 19.93293229257315, '10152': 19.740572189556936, '11066': 19.58417734912259, '10998': 19.253393125948485, '12258': 18.736617901707405, '12830': 18.67515358676014, '10974': 17.82015987350042, '12379': 17.475935133202825, '12804': 16.08256501683897, '11038': 15.678578141043129, '12415': 15.307322814712585, '11014': 14.618412159669418, '10832': 14.137432813209, '12808': 14.111280065128787, '10814': 12.110003310080376, '12604': 12.007140506952538, '10156': 11.059317369119444, '11214': 10.543774985007884, '10866': 10.026692668578377}"
0,679936,359.9390230080472,1657679,187.88155956024028,"{'11553': 119.30934899694617, '12103': 83.75861451724576, '11300': 82.32790880663569, '12939': 77.99874473660009, '11198': 73.45875201361505, '11098': 73.12168997432724, '11066': 61.14621019133824, '10034': 59.75515385226318, '10116': 58.30862926983123, '11250': 58.229270487418056, '10332': 51.54037410262091, '10992': 49.12548790037411, '12989': 45.93543513134882, '10944': 43.65964185573368, '10472': 29.871638239228602, '12229': 28.979405101600875, '12598': 19.976902251648568, '12377': 19.839314575671786, '11042': 19.572874040577627, '10210': 18.690487705919843, '11577': 17.880262825675622, '12491': 17.6670798611792, '12429': 17.609356542541015, '10590': 17.488821203512682, '11925': 17.47744761272399, '11535': 16.659550538526908, '12586': 16.13462091236727, '10202': 15.742957716485492, '11176': 15.589506155224875, '10300': 15.28207095789946, '11248': 15.050881329720001, '10534': 14.89628277267672, '12173': 12.924069408530766, '11164': 12.374330727341496, '11260': 12.098543148774048, '11046': 11.942670380870737, '11575': 11.93798830820752, '12387': 11.847409794166413, '10356': 11.801225018902315, '12425': 11.752303365112752, '12574': 11.357063430960348, '12584': 10.744130079602698, '10858': 10.408788576237955, '10360': 10.101349752893354}"
0,322972,377.9827408846725,1832234,209.4221053834724,"{'11321': 111.51584783952705, '10954': 109.50456469136175, '10034': 107.89368749890343, '10282': 96.96004241640605, '12141': 89.28260895056493, '11533': 76.53882516410896, '12953': 68.62082783407118, '10278': 64.68614958304215, '10026': 59.8301932882189, '10612': 57.36236289164029, '12411': 53.85390927061375, '12509': 52.0106785893523, '12519': 41.43060492482542, '12840': 38.798963192773584, '12031': 33.257539942993716, '10948': 23.19879194625654, '10898': 19.921769278338516, '11048': 19.8217429082151, '10490': 19.792944255531502, '10892': 19.340290245519668, '12431': 19.183654172312494, '11018': 18.78812687948831, '12943': 18.725343676406798, '12604': 18.47474822473869, '11323': 18.266745063760283, '11118': 18.03804108249352, '12586': 17.77149941765079, '10406': 17.320319215803543, '10212': 17.09249323405461, '11080': 16.754776630931623, '12903': 15.979585272485128, '10154': 15.512895606616848, '11022': 15.22704916227323, '11475': 14.9110944103486, '10864': 14.651808801390963, '10634': 13.385915534342665, '12854': 11.993934882334182, '11002': 11.183035882670968, '10840': 10.873356934584772, '12572': 10.518565369442847, '11749': 10.507761706971767, '11803': 10.18959990830152}"
0,343246,398.73630412311934,2040172,234.31400022970024,"{'12013': 225.55975800725093, '11543': 114.16511673554122, '11056': 79.94733365343234, '11557': 68.3157224644615, '12889': 67.70893687979495, '10472': 50.96617309193231, '13003': 47.38666937966478, '10426': 45.79156932488054, '12977': 42.80617322460545, '11555': 39.332823148708044, '11198': 37.15418310505856, '10956': 35.691863268004, '10518': 33.335848934243906, '12031': 21.859278174395556, '11248': 19.823959788491486, '12959': 19.392734331804448, '10104': 19.18723047899806, '11621': 18.21241993869169, '12608': 17.86907698178242, '11535': 17.78331395015732, '12328': 17.777532701573897, '11174': 17.65750512166535, '10184': 17.07559409954509, '11038': 16.983877761581216, '11158': 16.65363496430332, '11475': 16.610558239327194, '10952': 16.60552756778312, '10154': 16.55901825905758, '10942': 16.23195409915487, '11290': 15.898709941343801, '12975': 15.886780321518415, '12336': 15.876752827746499, '10260': 15.377275929871843, '11353': 14.128639275920225, '12834': 13.41052456281059, '10918': 13.039781378125522, '12550': 12.812859134692589, '12429': 11.94593997209149, '11703': 11.611475303238594, '10974': 11.47805055965762, '10984': 11.108414631870694, '10760': 10.961488244454735, '10542': 10.818185413689346, '11080': 10.754433894208928}"
0,929714,422.5014486035462,2376583,275.4181249275698,"{'10690': 192.93210929947838, '10954': 113.84693448643505, '10970': 113.43409476923512, '12523': 111.27221478966136, '10034': 90.4861624896354, '12977': 89.96613797761096, '10686': 89.29989152514882, '11581': 87.76703217718227, '10968': 86.36603317047356, '10940': 85.32395263092897, '10944': 84.03479443677266, '10132': 81.53943433010829, '10044': 76.35885978942434, '12939': 61.60048986716078, '12413': 61.586672697260866, '11050': 51.77591035852604, '11439': 50.521565888099694, '11064': 46.58033180628074, '12810': 42.64770194509326, '11198': 40.44940856743246, '10932': 38.8987664668833, '10682': 34.92839894508965, '11745': 29.95353904415486, '12419': 26.51048490200835, '10324': 24.76652165248967, '10532': 21.540915897574845, '12881': 19.95072361504924, '11170': 19.662527765632454, '10836': 19.23820647272031, '11837': 19.19444398493829, '11401': 18.984805195929034, '11202': 18.972913117419537, '12425': 18.952163655058737, '10942': 18.560943841401343, '11080': 18.36893102604396, '12580': 16.53265154917688, '12537': 16.197795262290587, '10878': 15.081939670518024, '12161': 14.971913570064846, '10122': 14.771139619725112, '10476': 14.513594794029217, '10880': 14.396210697595649, '10936': 13.802589187538896, '10566': 12.703227368142809, '10898': 12.583049196695235, '12387': 11.713838198876585, '11721': 11.397952586410193, '11078': 11.173495899249522, '11048': 10.74537477852047, '11655': 10.511078689366048, '11248': 10.42553651226244, '10648': 10.297818283911091, '11475': 10.260230369342121, '12163': 10.135129725089987}"
0,868982,324.62049207954163,1347407,151.37703628805752,"{'10954': 116.35723078561176, '10472': 85.43010610705468, '10680': 80.94775058143944, '12592': 78.12873689421951, '12069': 75.65440886438856, '12427': 73.49082119347395, '10544': 72.53737854129926, '12258': 70.59113238862432, '10736': 68.25849957862232, '10540': 56.99724255229566, '12439': 55.49271357543203, '10972': 55.267365733293815, '10462': 46.573684029509934, '12810': 37.86427985716575, '10932': 35.934050134875164, '11066': 31.8776141466792, '11246': 29.86397791908535, '10870': 23.35431341083276, '12939': 21.984217444518812, '11068': 19.889113940238584, '12113': 19.45038745130184, '11711': 19.227091509107996, '12379': 18.947530687374908, '12820': 18.67374954099725, '11475': 18.620957450919562, '11619': 18.59140161684052, '12348': 17.96310762626097, '12407': 15.731716712819331, '10520': 15.529623235046152, '12580': 15.48462898621345, '10118': 14.006099595981087, '12604': 13.962585262488833, '10998': 13.36393383711064, '10402': 12.275495093225882, '12576': 12.261199682614059, '12431': 11.653366110293074, '12975': 10.651780975123243, '11046': 10.582708279532937, '11248': 10.402150103247298}"
0,395697,327.31098109810983,1346736,151.52295229522952,"{'10690': 206.6296612756825, '12109': 162.18806296338215, '10508': 73.84897797638472, '10940': 71.60236533884446, '11270': 70.29064215130126, '12473': 69.88009961121, '10042': 69.02226540263982, '11174': 49.21438042483223, '10434': 45.08937639172189, '12183': 24.420758787862027, '12101': 19.88138180434572, '12915': 19.233148236815733, '12881': 19.218127861073352, '11176': 19.061735283685838, '10916': 18.865671881256212, '10124': 18.696546063862044, '12387': 18.530116444138997, '10320': 18.155952338697325, '11046': 17.577567644023212, '11447': 17.393161122071536, '11873': 17.379838194677497, '12099': 16.96022948164579, '10732': 16.94960933899514, '10412': 16.2888485236208, '10154': 16.058247614296164, '12379': 16.020102238323055, '11202': 15.414216684046341, '12957': 15.358456985311587, '10882': 15.075380944684888, '11511': 14.319366437370409, '11144': 14.301628363619546, '12157': 14.294207972859798, '12622': 13.697112900597443, '10386': 13.22814969135456, '10232': 12.593112825910866, '11276': 12.010921808831245, '11493': 11.840835866271792, '11118': 11.808965185518808, '11074': 11.056614329968822, '10942': 10.916421894155897, '10234': 10.597286200013524, '10010': 10.090362204971028}"
