Scenario,Seed,Average_driving_time,Total_waiting_time,Average_waiting_time,Delay dict
0,592517,399.1733271375465,2199723,255.54402881040892,"{'10690': 200.82093616808453, '12109': 188.22613370965962, '12411': 91.99454980880489, '10508': 87.88911742842009, '10168': 87.88542553032822, '12977': 87.75923718165365, '10818': 76.85045121878719, '12941': 75.83433512282954, '12503': 74.62117768060038, '10932': 67.66022755915805, '12840': 62.329340013778534, '10046': 60.79332067375481, '11104': 59.96454097439331, '12856': 57.030744441613706, '11050': 52.885677190909725, '10472': 51.05122001695614, '12810': 46.72309513356279, '10944': 43.73849664260183, '10870': 36.5549439315034, '12953': 32.5203776334658, '10128': 32.2057011234354, '10318': 31.62985989553354, '11236': 27.586202250215912, '12475': 22.279271073205432, '12069': 21.659948582002805, '10952': 19.844994493523807, '10130': 19.76259381013538, '10198': 19.682742606375026, '10122': 19.58896620020388, '12562': 19.554539485801563, '10222': 19.48855427624935, '11172': 19.22722783755508, '12431': 19.11587225282529, '11178': 18.85765252000077, '12087': 18.56289331325619, '11903': 18.028435393317555, '10872': 17.95717964974122, '12491': 17.898392258637212, '12377': 17.587632602364266, '10124': 17.383789617153102, '11146': 17.111026656474802, '11078': 16.740135797667836, '10450': 16.683735528637015, '11248': 16.275499637496708, '12574': 16.065351806021212, '10858': 15.9628635712619, '10940': 15.865422986875439, '12373': 15.806391184461177, '10786': 15.370161279889427, '11679': 15.338948330233011, '12369': 14.98354611949404, '11433': 14.676165529135584, '11080': 14.480827589908511, '10904': 13.981960095007391, '11997': 13.816968264849084, '12041': 13.039306193679238, '10406': 12.423692873710532, '11823': 12.366264556652315, '12923': 12.207666091701462, '10876': 11.326403998910589, '10884': 11.310762427627665, '11298': 11.108115357611045, '12550': 10.61426135787402, '12881': 10.42614862410369}"
0,430382,424.0591110076798,2328868,270.98766581335815,"{'12013': 207.7230868285194, '10060': 173.88822001205472, '10970': 111.54903103999295, '11321': 99.23073495881266, '10714': 96.41513715554859, '12993': 86.56470526693695, '12844': 70.29937259170886, '10278': 65.58144831577738, '11200': 64.91972739744513, '12941': 62.51488758047091, '10810': 59.39970192612268, '10344': 53.502012208213344, '10030': 49.20064089234782, '10764': 46.44053762750022, '10168': 31.703884456519603, '10204': 24.836210919456597, '11094': 22.684583602687333, '12850': 19.744739149627073, '11198': 19.34372698002413, '12469': 18.93535304241918, '12377': 18.217044766639837, '10760': 18.117459704836698, '12854': 17.13135945162339, '11172': 16.92861091955035, '10718': 16.821257395454985, '12814': 16.57346932560339, '10996': 16.178697871164005, '12881': 15.852315374320389, '10984': 15.67885473553746, '12513': 15.50661686613683, '10236': 15.441172562122002, '11176': 15.399619148326268, '10458': 14.925985702446546, '10490': 14.795488711850755, '10918': 14.523441278596124, '10494': 13.669901654900375, '12935': 13.123493127248011, '10202': 13.083849832828125, '11913': 12.594000192477617, '10140': 12.174193308102893, '10154': 12.147690796469872, '10994': 12.127237695069688, '12969': 11.867318471580319, '12804': 11.71291766173347, '10926': 10.787204937134469, '10336': 10.725910361797945, '11569': 10.683585838004749, '11323': 10.36234320289173, '12435': 10.257679155898877}"
0,544967,444.74866247964644,2517999,292.85868806699233,"{'10278': 98.99706010399743, '12015': 95.02306328762994, '11094': 86.76012260931283, '10166': 85.26816258307582, '10834': 83.09818525411251, '11026': 80.43761835671015, '10168': 75.81134929396907, '11437': 75.38746443738572, '11174': 74.22134654590937, '12225': 72.02461633391289, '10132': 66.74419611509735, '12840': 66.55870205673642, '12554': 57.54744884495874, '12001': 55.11077408779606, '12183': 52.72337767834737, '11533': 49.27217590516935, '11056': 38.95976222494326, '10938': 37.045899792599656, '11194': 36.8407745401985, '10044': 33.20390408636254, '11066': 30.797680944281566, '12939': 25.711056790484566, '10900': 19.85681364055805, '12816': 19.381033435623607, '10130': 19.369872646087988, '10906': 19.070219954971968, '11693': 18.64698729235891, '11619': 18.645393376579584, '10384': 18.479798651216157, '11038': 18.451727374258503, '12570': 18.30486031718945, '10194': 18.057224445398504, '12969': 17.95945758224815, '10124': 17.936022908019204, '10458': 16.95074844042096, '10490': 16.94549136718207, '12854': 16.746716922656468, '10232': 16.566187075812714, '11248': 16.210794991611383, '11317': 16.157473774812324, '11202': 15.937507804213304, '11993': 15.670135737836652, '12804': 15.63255988739076, '12917': 14.751736405701767, '12429': 14.393933566151489, '11569': 13.986501903835308, '12915': 13.43329081517621, '11635': 13.411907882501955, '12395': 13.217359766705977, '10236': 13.064134364515375, '10832': 13.041958072243084, '11345': 13.02026795436694, '10836': 12.860044452577181, '10234': 11.872707086093955, '12935': 11.8623751231126, '12290': 11.803812556598483, '13005': 11.58713495278101, '11080': 11.44503632083326, '11803': 11.397575692163395, '11278': 10.884909840436372, '10846': 10.781408645545687}"
0,487543,428.64557403745494,2390295,278.03826916366177,"{'11557': 87.7963792202034, '12519': 86.5729337622736, '10318': 84.00929907392855, '10434': 82.31423515841654, '12187': 71.39007698074533, '12941': 69.0753163082116, '10040': 65.86201720604161, '11056': 65.43153168506618, '10996': 61.30830209515067, '10572': 59.50953775483519, '11587': 59.03226156221279, '11018': 58.788835337851616, '10168': 57.97091945766406, '10166': 56.95958831548149, '11775': 54.00615242518828, '12909': 53.05310615159581, '10944': 52.88448066970758, '12219': 46.64414228414627, '10958': 45.10079768602314, '13003': 44.809146662890974, '11174': 41.86707588169671, '11066': 34.71954608742776, '10390': 33.87894306863977, '11132': 19.983230898356297, '11841': 19.88370919474509, '10926': 19.868652570089303, '10892': 19.592702116966223, '11711': 19.387318038032383, '11599': 19.119153760002625, '10904': 18.22012564643883, '11118': 18.16971205764055, '12877': 18.04313858362528, '10732': 17.7287703414113, '10410': 17.71389096760501, '12326': 17.6047628374813, '12562': 17.470053839013815, '10010': 17.433156580425916, '10936': 17.39311609287274, '10898': 16.881772835991942, '10184': 16.868840747711776, '11803': 16.463412695960347, '10490': 16.316895924891035, '10874': 16.10367699202196, '10998': 15.66404146318085, '10534': 15.319700488416476, '12121': 15.1308722677133, '12243': 13.98973917497672, '12602': 13.267876332620318, '10858': 13.069970311126552, '10198': 12.882908772495963, '10154': 12.454847996538081, '11653': 11.836677399947865, '11353': 10.660874456607377, '12278': 10.340353619200265, '10876': 10.336769287601662, '11230': 10.29037879743357}"
0,943789,529.9727174823502,3392775,405.9800167524231,"{'10062': 216.4412345767853, '11543': 180.0379618658685, '11581': 102.31519493968992, '12840': 88.45904724882017, '11222': 82.48149429114702, '10948': 79.57941294196856, '10992': 71.95959201628966, '12519': 67.0961975851302, '10954': 65.74709531768478, '10870': 63.40334540450756, '10044': 61.237020769832576, '10544': 60.684572628283675, '11557': 55.06556567371679, '12993': 54.81067788206044, '11967': 50.09021500174496, '12411': 48.894761476961264, '11919': 41.325862794201925, '10766': 39.75010665411695, '12183': 35.96419198850363, '10318': 31.54367949522809, '12941': 27.963875343060145, '11533': 26.842333649712458, '10116': 20.685659891460624, '11845': 19.71297845744339, '12509': 19.054316121346098, '11587': 19.04209788361439, '10840': 18.959146558086168, '11935': 18.796197388056118, '10842': 18.685335564134192, '11715': 18.467010615084718, '11547': 18.410527946131932, '11112': 17.632802820257744, '10872': 17.135339822150414, '12939': 17.057787278117843, '12369': 16.81531869685177, '12921': 16.77580535904378, '12820': 16.603056929718257, '11333': 15.745582152193087, '10260': 14.96035272560695, '12969': 14.772498867586124, '10336': 14.616895877855733, '10156': 14.20380677143444, '12814': 13.753172666110682, '10732': 13.479883466351602, '10450': 13.26015685722101, '10858': 13.14440482944726, '10372': 13.035041271161703, '10184': 12.99789305804475, '11737': 12.773348675169682, '11146': 11.974143484456647, '11507': 11.294044583166242, '10494': 11.14157201860443, '11166': 10.372826011304333, '11042': 10.345344756082513, '11329': 10.255666346597422}"
0,640528,400.88592848904267,2143921,247.28039215686275,"{'12015': 114.89512098937413, '12181': 90.44563930902058, '10676': 86.28977889553286, '12427': 84.64749678018576, '10954': 82.91889658748427, '10514': 77.40303729823714, '10940': 75.00342524544169, '11967': 72.74652284658697, '11801': 70.16320674862547, '10318': 67.67608145969814, '10174': 59.79481831566469, '11066': 59.568702267744776, '12501': 49.484973987640366, '12069': 41.70705478402768, '10344': 40.066156788211345, '12258': 39.755028639779, '12463': 38.54903377300278, '11300': 37.84366517607694, '10166': 37.73397677837704, '12875': 33.1159429861912, '12149': 29.366221071739545, '11294': 28.072670424918478, '10948': 23.442464658774938, '10484': 19.753387759214387, '11845': 19.53635770519888, '10864': 19.213686330329487, '12550': 19.1861391428794, '12556': 19.010432330129145, '11547': 18.405013203555637, '11607': 18.09179840592371, '10840': 18.054854779762202, '10242': 17.935009225087, '11569': 17.406380347640933, '11761': 17.117241315934088, '10104': 17.024015998273924, '12586': 16.706646420391294, '10872': 16.385877056742256, '10630': 15.879023799686141, '10140': 15.769724101283325, '13003': 15.357503710688492, '11417': 15.322306152816047, '11080': 15.13340639499479, '12814': 15.040739459103916, '12854': 14.644286138148177, '10478': 14.497302411503643, '12379': 14.437884261264621, '12820': 14.366722277408858, '11150': 13.642333610138659, '12435': 13.402281472734767, '12975': 12.873976605432759, '12383': 12.572933535074881, '11022': 12.491448577730246, '11292': 12.41357186469017, '11917': 11.879103809118533, '10148': 11.570387832072587, '11036': 10.930957239515005, '10236': 10.782391618782103, '11176': 10.745148365347054, '12598': 10.729666895803696, '12969': 10.541249768569386, '11124': 10.425242771858018, '12808': 10.36795150843394}"
0,124934,443.6822278715045,2441089,282.0763808643402,"{'12109': 224.53963197160496, '12013': 166.8748553511735, '12181': 117.6853299490325, '10120': 89.7510551572054, '12592': 83.53256203171077, '12467': 81.38591216118945, '12258': 73.90556336515453, '12905': 70.78823007209468, '11104': 70.70087737282722, '11587': 68.80458776825037, '11026': 67.32666779874349, '11557': 60.106715989151205, '10996': 55.62375164985944, '12185': 44.73138230378845, '12810': 41.0280716741982, '10944': 25.156508245221914, '10168': 22.961331862461723, '10252': 19.921444570530845, '10490': 19.85244141581894, '12812': 19.793137704785966, '10904': 19.55610736143311, '11647': 18.995854112274916, '12071': 18.873068049667403, '12519': 18.80873042982191, '12564': 18.372276405032935, '12969': 18.156339396624944, '12971': 17.274709555688986, '12935': 17.124369317421667, '10948': 16.341012858042856, '12949': 16.212497148852236, '12604': 16.161584811487703, '11907': 15.902074814352627, '11689': 15.690638249397088, '11419': 15.590933269101193, '11927': 15.462698645355157, '11118': 15.406493211251519, '10032': 15.112823414670356, '11701': 14.872803917088739, '10942': 14.530149656976988, '11351': 14.444215397508616, '11487': 14.380503928429189, '10130': 14.175679683483287, '10234': 14.131955872233155, '12804': 13.988941426481066, '10840': 13.83448323240384, '10104': 13.572526815999455, '10124': 13.20141730513894, '10138': 12.905317870123248, '12375': 12.618029025186019, '11643': 12.207297779983083, '11719': 11.853041720929475, '12572': 11.32153616840734, '10190': 11.246270311824023, '10156': 10.889627432492748, '10832': 10.73192237539461, '10194': 10.65800876732587, '11080': 10.462153447692906}"
0,675239,477.47758215962443,2845451,333.9731220657277,"{'11435': 201.15761837149074, '11437': 106.73542010757001, '11581': 97.87819284935426, '10472': 84.75895293240288, '10168': 83.6110473442035, '12883': 82.53964295286707, '10132': 80.3003699097168, '10416': 77.59720198885631, '12977': 70.24858915883733, '12475': 68.63155481972282, '10166': 67.7148700258008, '11162': 64.43553762349504, '12075': 54.18611781508857, '11238': 48.14275730511807, '10944': 44.43657619425026, '11066': 42.06923318511743, '12889': 42.045740694001985, '10932': 40.590064472937726, '10870': 38.880966797476994, '11300': 31.168584471867334, '10834': 29.72314265930042, '10344': 28.623535987137526, '11050': 28.531034302016085, '12854': 19.934293416129208, '11693': 19.854478953123014, '10212': 19.755243607356206, '11307': 19.690276354017087, '10476': 19.689498655326396, '11144': 19.16682629571444, '11705': 18.453683360752592, '11172': 18.363324814530948, '11727': 18.33862886372123, '10982': 18.26425432405539, '11178': 17.8746176623033, '10836': 17.42137893617668, '12935': 17.4068340196281, '11118': 16.93001374430576, '12097': 16.36468635302512, '10858': 16.131204026472318, '11515': 15.652086909725769, '11621': 15.232710175605227, '12975': 15.182450395347278, '12251': 14.555796918709856, '11212': 14.004956721401788, '11803': 13.86431710495756, '10732': 13.453570694331546, '10840': 13.25266881287651, '12435': 12.635139449293288, '12881': 12.006838620457332, '11353': 11.968538303025811, '11022': 11.878201520674732, '11409': 11.187329582877412, '10832': 10.878065976758517, '11737': 10.702809795272556, '10320': 10.656311364409204, '12369': 10.444566988727065, '10892': 10.310001987345691}"
0,499642,441.5397397164769,2443182,283.89286544271437,"{'11543': 210.15131535767722, '10512': 113.41188563886894, '11553': 113.35464486151596, '12895': 84.54503074882045, '12069': 78.25655703422254, '10992': 70.96011136727405, '12889': 69.82719356475768, '10168': 67.29096692483355, '12477': 66.72741431303623, '12875': 65.55322118514354, '10174': 60.323607118528884, '12519': 57.04299716500633, '10044': 55.62022490869374, '10958': 42.80390626195971, '12258': 41.53066029888832, '12810': 36.295662741158296, '12439': 31.791462363171057, '10178': 30.96940072703083, '12961': 20.58883368570126, '10124': 19.64831053772192, '10884': 19.62677208237931, '11913': 19.477532811737028, '12911': 19.166128784880804, '10946': 17.762712865472864, '10944': 17.749492839325175, '12348': 17.640238413341628, '12431': 17.13305838195412, '11441': 16.892869462662595, '12969': 15.181102863773997, '10866': 15.164017335643011, '10906': 14.989382118256165, '11487': 14.170938058157645, '11158': 13.615254776735608, '12572': 13.406721545976268, '12558': 13.155981985095673, '11202': 13.106982290618157, '10242': 13.098493360048993, '12562': 12.672199180772635, '10840': 12.669701665455571, '12975': 12.612403275036307, '10926': 12.599256896853625, '12334': 12.420876208072183, '12822': 12.29866050465267, '12556': 12.207210424877065, '12604': 11.887488772736258, '12564': 11.335357396396631, '10892': 11.2276051956554, '11196': 10.517526514628216, '10234': 10.326251137637383}"
0,526235,538.1123084291188,3452127,413.329382183908,"{'11435': 182.3237680026951, '10996': 85.79654190036, '12258': 83.76635858835078, '10560': 82.68395969470937, '12411': 82.64986500867585, '10120': 77.57883645769888, '12903': 76.99310388748329, '10968': 73.19687702509599, '11497': 72.59549588683235, '11198': 67.78061566225841, '11066': 66.63282437087287, '10954': 66.22596106489598, '10462': 65.94185384375095, '11349': 64.50555685399902, '10332': 64.14722655080683, '12485': 58.23100330663086, '12225': 53.72884043715431, '12015': 51.43739552403846, '12941': 48.47576318796261, '11018': 47.627002974308574, '11026': 45.414273551055516, '11533': 44.46761421387086, '12519': 39.61071181456151, '11735': 37.0014557775721, '10168': 36.866601141046154, '11236': 30.644918647594878, '10166': 24.863318356731483, '10686': 24.69974119118274, '12185': 23.427739247747965, '11451': 21.75668770559617, '10130': 19.70105950735636, '11172': 19.428490289456978, '10914': 19.365099255302233, '12556': 19.23651446138914, '10122': 19.066779723930765, '10124': 18.896475574605176, '11607': 18.759198212402577, '10198': 18.573105883047887, '10212': 18.406319828516647, '12338': 18.218446907275887, '10878': 18.110927385191545, '10222': 18.057816179374896, '10836': 17.936684797231116, '11645': 17.450920083245, '11176': 17.118441091982337, '11789': 16.341139377677145, '12598': 16.19474286603179, '12435': 16.165819930124936, '10888': 16.009312549952227, '12475': 15.49229412729109, '12580': 15.090276996480947, '11517': 14.817372041121398, '12955': 14.36897521106528, '10424': 14.186737884921001, '12320': 14.158546510607529, '12550': 13.74437275708501, '12251': 13.155610894191092, '11166': 12.858611000579359, '12808': 12.517820110857533, '12804': 12.358097953565629, '11196': 12.08563119569289, '11164': 11.910912227493537, '11795': 11.820732040281003, '11737': 11.3706527610991, '12854': 11.162808009970423, '12369': 11.146988397619111, '12572': 11.01762071555572, '12574': 10.709050234088393, '10664': 10.257580977694829, '11739': 10.062286571426535}"
